State,County,Accident,Broken,Congestion,Construction,Event,Incident,Lane,Other,All
KY,Fayette,1109,131,9812,366,82,397,44,0,11941
KY,Fleming,0,0,410,1,0,4,0,0,415
KY,Floyd,1,0,420,0,0,2,0,0,423
KY,Franklin,9,0,1081,8,0,14,0,1,1113
KY,Fulton,0,0,112,1,0,1,0,0,114
KY,Gallatin,4,0,175,0,0,4,0,0,183
KY,Garrard,2,0,461,4,0,0,0,0,467
KY,Grant,12,1,566,2,0,8,0,0,589
KY,Graves,0,0,522,4,0,2,0,0,528
KY,Grayson,0,0,569,1,0,4,0,0,574
KY,Green,0,0,156,0,0,0,0,0,156
KY,Greenup,1,0,565,1,0,6,0,0,573
KY,Hancock,0,0,107,0,0,1,0,0,108
KY,Hardin,22,0,2678,0,0,55,2,0,2757
KY,Harlan,0,0,330,2,0,1,0,0,333
KY,Harrison,0,0,233,0,0,0,0,0,233
KY,Hart,5,1,379,0,0,14,0,0,399
KY,Henderson,3,0,1042,5,0,21,1,0,1072
KY,Henry,2,1,232,0,0,5,0,0,240
KY,Hickman,0,0,169,0,0,2,0,0,171
KY,Hopkins,2,0,602,4,0,7,1,0,616
KY,Jackson,0,0,363,0,0,1,0,0,364
KY,Jefferson,3519,2104,14175,285,99,532,381,5,21100
KY,Jessamine,7,0,686,0,1,6,0,0,700
KY,Johnson,0,0,196,0,0,0,0,0,196
KY,Kenton,1068,331,3670,41,0,99,139,0,5348
KY,Knott,0,0,333,0,0,1,0,0,334
KY,Knox,0,0,156,1,0,0,0,0,157
KY,Larue,5,0,269,0,0,2,0,0,276
KY,Laurel,6,0,1022,5,0,9,1,0,1043
KY,Lawrence,1,0,159,0,0,0,0,0,160
KY,Lee,0,0,45,4,0,0,0,0,49
KY,Leslie,0,0,695,1,0,2,0,0,698
KY,Letcher,1,0,440,0,0,2,0,0,443
KY,Lewis,0,1,361,3,0,3,0,0,368
KY,Lincoln,0,0,509,1,0,5,0,0,515
KY,Livingston,0,0,70,3,0,4,0,0,77
KY,Logan,0,0,406,1,0,0,0,0,407
KY,Lyon,1,0,844,1,0,13,1,0,860
KY,Madison,9,3,1181,9,5,21,1,0,1229
KY,Magoffin,0,0,169,3,0,4,0,0,176
KY,Marion,0,0,168,0,0,1,0,0,169
KY,Marshall,2,0,764,8,0,14,0,0,788
KY,Martin,0,0,25,0,0,2,0,0,27
KY,Mason,3,1,1045,9,0,8,0,0,1066
KY,McCracken,1,0,590,4,0,7,0,0,602
KY,McCreary,1,0,259,1,0,1,0,0,262
KY,McLean,0,1,121,0,0,0,0,0,122
KY,Mccracken,0,0,47,0,0,0,0,0,47
KY,Mccreary,0,0,27,0,0,0,0,0,27
KY,Mclean,0,0,12,0,0,0,0,0,12
KY,Meade,2,0,181,0,0,3,0,0,186
KY,Menifee,0,0,74,0,0,0,0,0,74
KY,Mercer,0,0,319,0,0,0,0,0,319
KY,Metcalfe,1,0,433,2,0,2,0,0,438
KY,Monroe,0,0,57,0,0,0,0,0,57
KY,Montgomery,2,0,652,0,0,2,2,0,658
KY,Morgan,0,0,134,1,0,0,0,0,135
KY,Muhlenberg,1,0,481,1,0,14,0,0,497
KY,Nelson,1,0,543,2,0,4,0,0,550
KY,Nicholas,0,0,363,2,0,1,0,0,366
KY,Ohio,1,0,1062,3,0,10,1,0,1077
KY,Oldham,23,5,331,8,0,4,0,0,371
KY,Owen,1,0,180,1,0,1,0,0,183
KY,Owsley,0,0,50,0,0,0,0,0,50
KY,Pendleton,0,0,923,0,0,1,0,0,924
KY,Perry,0,0,650,5,0,6,1,0,662
KY,Pike,0,0,794,0,0,9,0,0,803
KY,Powell,1,0,290,1,0,1,0,0,293
KY,Pulaski,2,0,2615,1,0,11,0,0,2629
KY,Robertson,0,0,55,2,0,0,0,0,57
KY,Rockcastle,4,0,1608,7,0,23,2,0,1644
KY,Rowan,2,0,351,4,6,2,0,0,365
KY,Russell,1,0,188,1,0,2,0,0,192
KY,Scott,5,2,1317,0,0,17,2,0,1343
KY,Shelby,9,3,1213,4,0,22,0,0,1251
KY,Simpson,0,1,433,3,0,12,1,0,450
KY,Spencer,0,0,295,0,0,2,0,0,297
KY,Taylor,0,0,285,0,0,0,0,0,285
KY,Todd,0,0,177,0,0,0,0,0,177
KY,Trigg,1,0,395,1,0,4,0,0,401
KY,Trimble,0,0,121,0,0,2,0,0,123
KY,Union,0,0,163,0,0,5,0,0,168
KY,Warren,15,4,1883,3,24,34,2,0,1965
KY,Washington,0,0,337,0,0,0,0,0,337
KY,Wayne,0,0,141,1,0,0,0,0,142
KY,Webster,0,0,271,1,0,4,0,0,276
KY,Whitley,2,1,1014,0,0,16,0,0,1033
KY,Wolfe,0,0,130,1,0,2,0,0,133
KY,Woodford,5,1,878,5,0,11,0,0,900
LA,ALL,23094,2842,87288,1307,255,2505,465,8,117764
LA,Acadia,44,9,642,6,0,19,6,0,726
LA,Allen,2,0,434,0,0,3,0,0,439
LA,Ascension,67,6,6494,8,0,142,7,0,6724
LA,Assumption,0,0,141,2,0,0,0,0,143
LA,Avoyelles,1,0,215,11,0,4,0,1,232
LA,Beauregard,1,0,278,2,0,7,0,0,288
LA,Bienville,9,1,357,3,0,13,0,0,383
LA,Bossier,104,19,1160,10,0,32,16,0,1341
LA,Caddo,1577,131,1921,27,0,100,38,0,3794
LA,Calcasieu,224,52,3626,31,8,113,13,1,4068
LA,Caldwell,0,0,177,4,0,2,0,0,183
LA,Cameron,0,0,99,0,0,2,0,0,101
LA,Catahoula,0,0,191,0,0,7,0,0,198
LA,Claiborne,2,0,154,0,0,1,0,0,157
LA,Concordia,1,0,236,2,0,2,0,0,241
LA,De Soto,2,1,326,1,0,8,5,0,343
LA,East Baton Rouge,14058,1453,14899,210,19,481,75,0,31195
LA,East Carroll,0,0,334,1,0,3,0,0,338
LA,East Feliciana,9,0,271,5,0,6,0,0,291
LA,Evangeline,1,0,252,1,0,0,1,0,255
LA,Franklin,1,0,96,0,0,2,0,0,99
LA,Grant,0,0,255,7,0,10,0,0,272
LA,Iberia,1,0,280,3,0,2,0,0,286
LA,Iberville,49,10,872,6,0,33,8,0,978
LA,Jackson,1,0,208,1,0,3,0,0,213
LA,Jefferson,334,83,7854,78,55,208,41,1,8654
LA,Jefferson Davis,28,3,684,3,0,15,5,0,738
LA,La Salle,0,0,219,1,0,1,0,0,221
LA,Lafayette,5139,638,5434,32,19,339,81,0,11682
LA,Lafourche,5,0,730,3,6,10,1,0,755
LA,Lincoln,8,0,399,0,20,5,0,0,432
LA,Livingston,72,12,2203,15,0,63,3,0,2368
LA,Madison,3,3,220,1,0,6,1,0,234
LA,Morehouse,2,0,270,4,0,3,0,0,279
LA,Natchitoches,4,1,433,6,7,24,1,0,476
LA,Orleans,742,266,12258,485,101,308,88,1,14249
LA,Ouachita,32,9,1275,11,10,22,2,0,1361
LA,Plaquemines,0,0,435,153,0,5,0,0,593
LA,Pointe Coupee,5,0,538,2,0,13,2,1,561
LA,Rapides,25,4,1269,11,0,18,4,0,1331
LA,Red River,0,0,175,0,0,11,0,0,186
LA,Richland,4,0,418,6,0,4,2,0,434
LA,Sabine,1,0,162,1,0,5,0,0,169
LA,Saint Bernard,0,0,32,0,0,0,0,0,32
LA,Saint Charles,1,0,230,1,0,0,0,0,232
LA,Saint Helena,0,0,1,0,0,0,0,0,1
LA,Saint James,0,0,12,0,0,0,0,0,12
LA,Saint Landry,7,0,137,1,0,10,2,0,157
LA,Saint Martin,2,0,18,1,0,7,0,0,28
LA,Saint Mary,0,0,180,0,0,0,0,0,180
LA,Saint Tammany,1,0,1016,1,0,10,1,0,1029
LA,St John The Baptist,1,0,625,1,0,8,0,0,635
LA,St. Bernard,0,0,216,6,0,2,0,0,224
LA,St. Charles,39,5,1564,2,0,33,4,2,1649
LA,St. Helena,1,0,70,1,0,1,0,0,73
LA,St. James,9,6,422,4,0,14,1,0,456
LA,St. John the Baptist,34,3,825,1,0,18,3,0,884
LA,St. Landry,17,1,1485,6,0,25,6,0,1540
LA,St. Martin,60,19,976,12,0,31,4,0,1102
LA,St. Mary,7,1,676,1,0,17,1,0,703
LA,St. Tammany,95,15,3698,62,0,78,10,0,3958
LA,Tangipahoa,55,5,2047,12,10,28,5,0,2162
LA,Tensas,0,0,106,0,0,2,0,0,108
LA,Terrebonne,65,11,467,17,0,41,6,0,607
LA,Union,1,0,160,2,0,0,0,0,163
LA,Vermilion,4,0,160,2,0,10,0,0,176
LA,Vernon,1,0,259,5,0,4,0,0,269
LA,Washington,1,0,175,6,0,1,0,0,183
LA,Webster,3,2,831,4,0,18,0,0,858
LA,West Baton Rouge,130,73,1410,3,0,66,22,1,1705
LA,West Carroll,0,0,69,0,0,0,0,0,69
LA,West Feliciana,2,0,303,1,0,3,0,0,309
LA,Winn,0,0,224,2,0,23,0,0,249
MA,ALL,16629,6434,335992,11318,978,23266,2740,43,397400
MA,Barnstable,322,85,8261,50,0,230,31,0,8979
MA,Berkshire,34,6,5691,11,0,231,8,0,5981
MA,Bristol,673,324,15755,90,1,586,110,3,17542
MA,Dukes,0,0,0,0,0,9,2,0,11
MA,Essex,2127,1095,35289,237,23,4038,391,6,43206
MA,Franklin,93,12,2822,13,0,102,17,0,3059
MA,Hampden,249,96,11538,341,84,501,56,1,12866
MA,Hampshire,122,24,4020,76,35,154,24,1,4456
MA,Middlesex,6331,2255,96334,2475,124,7229,987,13,115748
MA,Nantucket,1,1,0,2,0,3,0,0,7
MA,Norfolk,1886,666,46387,1315,35,3484,267,5,54045
MA,Plymouth,863,455,11324,127,0,697,185,1,13652
MA,Suffolk,2651,938,61080,5772,622,4451,432,8,75954
MA,Worcester,1277,477,37491,809,54,1551,230,5,41894
MD,ALL,16579,21984,257756,6678,884,20752,7536,15,332184
MD,Allegany,41,17,2224,185,0,128,32,0,2627
MD,Anne Arundel,1702,3425,22841,1215,41,2027,934,2,32187
MD,Baltimore,207,31,6560,225,0,367,110,0,7500
MD,Baltimore City,1677,1954,27623,660,304,1636,521,3,34378
MD,Baltimore County,2691,5104,25609,866,73,2883,1784,1,39011
MD,Calvert,26,1,644,38,0,39,1,0,749
MD,Caroline,25,15,1155,32,0,69,9,0,1305
MD,Carroll,191,204,2448,54,0,227,88,1,3213
MD,Cecil,218,199,4478,95,0,324,84,1,5399
MD,Charles,25,6,3112,27,0,118,13,0,3301
MD,District Of Columbia,1,0,0,0,0,4,0,0,5
MD,Dorchester,7,2,446,11,0,22,2,0,490
MD,Frederick,1638,1691,11059,503,151,1364,584,0,16990
MD,Garrett,30,1,5463,45,0,135,10,0,5684
MD,Harford,1081,407,9991,274,0,737,167,0,12657
MD,Howard,859,1781,11753,251,0,833,426,1,15904
MD,Kent,10,1,223,52,0,27,10,0,323
MD,Montgomery,2879,3015,49440,821,11,3636,1027,3,60832
MD,Prince George's,2409,3211,45803,634,179,4167,1214,2,57619
MD,Prince Georges,112,17,12593,41,4,951,77,1,13796
MD,Queen Anne's,124,292,2287,288,0,276,213,0,3480
MD,Queen Annes,22,10,746,14,0,51,12,0,855
MD,Saint Marys,0,0,174,1,0,6,0,0,181
MD,Somerset,7,1,399,4,3,20,0,0,434
MD,St. Mary's,21,1,1222,34,0,41,5,0,1324
MD,Talbot,37,20,1897,34,0,101,27,0,2116
MD,Washington,470,559,4376,165,117,469,168,0,6324
MD,Wicomico,50,5,1205,44,1,33,8,0,1346
MD,Worcester,19,14,1985,65,0,61,10,0,2154
ME,ALL,23,0,38628,70,81,599,3,0,39404
ME,Androscoggin,0,0,1078,4,0,17,0,0,1099
ME,Aroostook,1,0,1600,2,0,18,0,0,1621
ME,Cumberland,10,0,9413,26,70,115,1,0,9635
ME,Franklin,0,0,516,0,0,3,0,0,519
ME,Hancock,0,0,1623,10,0,21,0,0,1654
ME,Kennebec,0,0,2185,10,0,33,0,0,2228
ME,Knox,0,0,2866,0,0,40,0,0,2906
ME,Lincoln,0,0,1515,0,0,98,0,0,1613
ME,Oxford,0,0,1122,0,0,44,0,0,1166
ME,Penobscot,2,0,2809,6,11,30,1,0,2859
ME,Piscataquis,0,0,123,0,0,2,0,0,125
ME,Sagadahoc,1,0,456,0,0,7,0,0,464
ME,Somerset,1,0,1206,3,0,11,0,0,1221
ME,Waldo,0,0,1061,0,0,12,0,0,1073
ME,Washington,0,0,520,0,0,0,0,0,520
ME,York,8,0,10535,9,0,148,1,0,10701
MI,ALL,45653,2487,276935,6553,1305,13213,3577,36,349759
MI,Alcona,0,0,235,1,0,3,0,0,239
MI,Alger,0,0,19,3,0,0,0,0,22
MI,Allegan,101,7,1446,38,0,76,6,1,1675
MI,Alpena,2,0,171,1,0,7,1,0,182
MI,Antrim,5,0,227,4,0,3,0,0,239
MI,Arenac,7,0,1354,8,0,35,2,0,1406
MI,Baraga,0,0,87,6,0,3,0,0,96
MI,Barry,9,3,379,17,0,78,1,0,487
MI,Bay,62,4,1552,20,0,110,11,0,1759
MI,Benzie,0,0,130,6,0,3,0,0,139
MI,Berrien,125,2,2961,160,1,103,25,0,3377
MI,Branch,2,0,877,16,0,19,1,0,915
MI,Calhoun,116,20,1278,88,0,81,12,0,1595
MI,Cass,3,0,367,32,0,52,3,2,459
MI,Charlevoix,2,0,292,4,0,7,10,0,315
MI,Cheboygan,3,1,1345,2,0,16,4,0,1371
MI,Chippewa,1,0,889,8,0,3,1,0,902
MI,Clare,2,0,355,8,0,12,4,0,381
MI,Clinton,27,1,533,48,0,48,2,0,659
MI,Crawford,7,1,1014,11,0,9,0,0,1042
MI,Delta,1,0,221,7,0,3,0,0,232
MI,Dickinson,1,0,78,2,0,2,0,0,83
MI,Eaton,91,4,709,58,0,168,12,0,1042
MI,Emmet,1,0,693,7,0,11,9,1,722
MI,Genesee,17169,911,3266,264,56,2213,1525,5,25409
MI,Gladwin,0,0,46,4,0,1,0,0,51
MI,Gogebic,1,0,159,3,0,13,0,0,176
MI,Grand Traverse,1,1,2327,20,0,43,0,0,2392
MI,Gratiot,3,0,782,24,0,30,2,0,841
MI,Hillsdale,0,0,1690,8,0,9,0,0,1707
MI,Houghton,6,1,81,6,4,25,0,0,123
MI,Huron,0,0,463,6,0,0,0,0,469
MI,Ingham,264,10,2654,125,179,249,35,0,3516
MI,Ionia,34,1,907,14,0,87,6,0,1049
MI,Iosco,3,0,808,3,0,7,1,0,822
MI,Iron,3,0,113,3,0,5,8,0,132
MI,Isabella,5,1,335,14,44,20,1,0,420
MI,Jackson,184,17,1853,98,0,113,17,0,2282
MI,Kalamazoo,202,14,2630,152,71,201,23,0,3293
MI,Kalkaska,1,0,596,5,0,10,1,0,613
MI,Kent,8469,103,15409,350,206,660,105,3,25305
MI,Keweenaw,0,0,4,1,0,2,0,0,7
MI,Lake,3,1,81,3,0,5,0,0,93
MI,Lapeer,26,0,1946,19,0,29,4,0,2024
MI,Leelanau,0,0,94,1,0,5,1,0,101
MI,Lenawee,4,0,1011,12,0,35,0,0,1062
MI,Livingston,204,7,5985,178,0,233,29,0,6636
MI,Luce,0,0,19,1,0,0,0,0,20
MI,Mackinac,1,0,1434,8,0,12,1,0,1456
MI,Macomb,2026,115,41599,333,0,1622,270,4,45969
MI,Manistee,0,0,179,6,0,5,1,0,191
MI,Marquette,0,0,235,12,0,4,0,1,252
MI,Mason,3,0,351,7,0,12,0,0,373
MI,Mecosta,2,1,356,9,13,12,1,0,394
MI,Menominee,0,0,478,1,0,1,0,0,480
MI,Midland,25,0,265,10,115,88,3,0,506
MI,Missaukee,0,1,83,3,0,0,0,0,87
MI,Monroe,130,11,3976,121,0,105,14,0,4357
MI,Montcalm,8,1,455,15,0,13,0,0,492
MI,Montmorency,0,0,23,0,0,1,0,0,24
MI,Muskegon,82,7,910,62,0,49,3,0,1113
MI,Newaygo,3,0,108,5,0,21,0,0,137
MI,Oakland,4907,244,59354,1319,113,2167,367,5,68476
MI,Oceana,9,0,285,8,0,5,0,0,307
MI,Ogemaw,6,0,916,3,0,9,1,0,935
MI,Ontonagon,0,0,56,4,0,0,0,0,60
MI,Osceola,6,0,482,10,0,5,0,0,503
MI,Oscoda,0,0,52,4,0,0,0,0,56
MI,Otsego,10,2,891,13,0,6,0,0,922
MI,Ottawa,381,27,2500,115,0,100,28,0,3151
MI,Presque Isle,1,0,54,0,0,2,0,0,57
MI,Roscommon,4,0,806,19,0,5,0,0,834
MI,Saginaw,138,14,1352,37,64,158,14,0,1777
MI,Saint Clair,13,0,199,10,2,15,0,0,239
MI,Saint Joseph,4,0,612,11,0,45,3,0,675
MI,Sanilac,1,0,507,11,0,2,0,0,521
MI,Schoolcraft,0,0,87,4,0,2,0,0,93
MI,Shiawassee,102,5,217,20,0,30,14,0,388
MI,St. Clair,87,8,4905,16,1,87,3,0,5107
MI,St. Joseph,6,0,675,10,0,32,2,0,725
MI,Tuscola,15,0,290,10,0,6,2,0,323
MI,Van Buren,73,3,1356,78,0,122,3,0,1635
MI,Washtenaw,518,41,13559,571,114,471,60,2,15336
MI,Wayne,9940,897,76293,1806,322,3134,925,12,93329
MI,Wexford,2,0,564,13,0,18,0,0,597
MN,ALL,17171,4699,111321,1291,305,6090,4147,5,145029
MN,Aitkin,14,2,207,2,0,4,11,0,240
MN,Anoka,876,156,6409,28,0,305,232,0,8006
MN,Becker,16,6,775,2,0,18,7,0,824
MN,Beltrami,9,1,104,2,3,2,2,0,123
MN,Benton,16,0,377,0,0,7,6,0,406
MN,Big Stone,0,0,102,1,0,0,0,0,103
MN,Blue Earth,34,2,703,3,6,7,5,0,760
MN,Brown,5,0,253,2,0,5,4,0,269
MN,Carlton,30,2,465,2,0,17,11,0,527
MN,Carver,83,11,1166,5,0,30,16,0,1311
MN,Cass,16,1,182,0,0,12,10,0,221
MN,Chippewa,5,6,145,3,0,3,0,0,162
MN,Chisago,239,29,838,9,0,68,64,0,1247
MN,Clay,5,1,727,2,0,3,2,0,740
MN,Clearwater,3,0,33,0,0,0,0,0,36
MN,Cook,0,0,61,0,0,1,0,0,62
MN,Cottonwood,2,0,361,3,0,6,1,0,373
MN,Crow Wing,19,1,511,3,0,8,5,0,547
MN,Dakota,1584,489,7213,42,0,469,444,0,10241
MN,Dodge,6,0,252,0,0,2,1,0,261
MN,Douglas,18,3,1457,3,0,26,8,0,1515
MN,Faribault,15,1,1166,1,0,15,4,0,1202
MN,Fillmore,16,4,296,1,0,8,5,0,330
MN,Freeborn,69,9,1539,1,0,27,25,0,1670
MN,Goodhue,37,9,722,9,0,18,11,0,806
MN,Grant,4,0,118,1,0,5,2,0,130
MN,Hennepin,8117,2304,38693,821,195,2316,1823,0,54269
MN,Houston,6,2,84,0,0,5,3,0,100
MN,Hubbard,4,0,64,0,0,3,1,0,72
MN,Isanti,15,2,169,1,0,6,4,0,197
MN,Itasca,16,1,318,9,0,9,10,0,363
MN,Jackson,24,2,1189,0,0,14,8,0,1237
MN,Kanabec,3,1,281,0,0,10,3,0,298
MN,Kandiyohi,15,1,485,1,0,7,4,0,513
MN,Kittson,0,0,64,1,0,0,0,0,65
MN,Koochiching,2,0,92,1,0,0,0,0,95
MN,Lac Qui Parle,0,0,3,0,0,0,0,0,3
MN,Lac qui Parle,1,1,184,0,0,1,0,0,187
MN,Lake,1,0,231,5,0,0,1,0,238
MN,Lake of the Woods,0,0,44,0,0,0,2,0,46
MN,Le Sueur,14,1,229,0,0,6,0,0,250
MN,Lincoln,1,0,67,0,0,0,0,0,68
MN,Lyon,10,2,375,6,0,4,2,0,399
MN,Mahnomen,1,0,31,0,0,0,0,0,32
MN,Marshall,0,0,37,3,0,1,1,0,42
MN,Martin,10,0,850,0,0,10,4,0,874
MN,McLeod,11,0,352,1,0,1,5,0,370
MN,Mcleod,2,0,6,0,0,0,0,0,8
MN,Meeker,21,5,324,1,0,5,4,0,360
MN,Mille Lacs,11,1,278,2,0,9,4,0,305
MN,Morrison,30,1,454,4,0,12,6,0,507
MN,Mower,18,1,693,1,0,8,12,0,733
MN,Murray,7,0,87,0,0,3,1,0,98
MN,Nicollet,48,13,928,4,0,13,13,0,1019
MN,Nobles,21,5,1103,1,0,22,4,0,1156
MN,Norman,0,0,31,0,0,1,0,0,32
MN,Olmsted,83,31,1350,5,0,38,23,0,1530
MN,Otter Tail,18,3,728,3,0,14,7,0,773
MN,Pennington,0,0,53,0,0,0,0,0,53
MN,Pine,35,6,1560,1,0,36,18,0,1656
MN,Pipestone,1,2,146,1,0,3,0,0,153
MN,Polk,1,0,374,7,0,3,0,0,385
MN,Pope,0,0,41,4,0,0,1,0,46
MN,Ramsey,3733,1186,12628,176,95,1758,830,4,20410
MN,Red Lake,0,0,23,0,0,0,0,0,23
MN,Redwood,6,0,212,0,0,7,1,0,226
MN,Renville,6,2,353,0,0,7,1,0,369
MN,Rice,52,17,1660,0,0,43,20,0,1792
MN,Rock,4,3,434,0,0,4,0,0,445
MN,Roseau,1,0,56,3,0,2,2,0,64
MN,Saint Louis,7,0,182,3,0,5,2,0,199
MN,Scott,232,32,2767,7,0,106,91,1,3236
MN,Sherburne,85,11,1668,8,0,28,12,0,1812
MN,Sibley,6,0,226,0,0,11,4,0,247
MN,St. Louis,62,25,784,11,2,33,29,0,946
MN,Stearns,74,19,1497,18,4,42,34,0,1688
MN,Steele,42,16,1312,3,0,24,10,0,1407
MN,Stevens,3,0,16,0,0,0,0,0,19
MN,Swift,3,0,241,0,0,2,0,0,246
MN,Todd,10,1,222,1,0,13,1,0,248
MN,Traverse,0,0,8,0,0,0,0,0,8
MN,Wabasha,9,2,257,3,0,1,4,0,276
MN,Wadena,13,4,361,0,0,5,0,0,383
MN,Waseca,8,0,339,1,0,4,2,0,354
MN,Washington,936,217,3981,24,0,283,211,0,5652
MN,Watonwan,3,0,360,5,0,6,2,0,376
MN,Wilkin,3,0,234,3,0,2,0,0,242
MN,Winona,32,4,894,1,0,12,14,0,957
MN,Wright,163,41,2197,16,0,65,35,0,2517
MN,Yellow Medicine,10,1,229,0,0,1,2,0,243
MO,ALL,7437,12395,78054,4609,607,4018,2664,9,109793
MO,Adair,0,0,65,6,0,0,0,0,71
MO,Andrew,2,0,107,5,0,1,0,0,115
MO,Atchison,2,0,347,12,0,4,0,0,365
MO,Audrain,0,0,174,2,0,2,0,0,178
MO,Barry,0,0,197,10,0,1,0,0,208
MO,Barton,1,0,68,13,0,0,0,0,82
MO,Bates,0,0,124,14,0,2,0,0,140
MO,Benton,1,0,89,2,0,0,0,0,92
MO,Bollinger,0,0,16,5,0,1,0,0,22
MO,Boone,42,19,361,18,17,11,3,0,471
MO,Buchanan,10,1,298,5,0,5,0,0,319
MO,Butler,0,0,114,23,0,2,0,0,139
MO,Caldwell,1,1,58,1,0,0,0,0,61
MO,Callaway,5,3,460,12,0,14,1,0,495
MO,Camden,1,0,308,7,0,1,0,0,317
MO,Cape Girardeau,8,3,190,9,8,2,1,0,221
MO,Carroll,0,0,152,0,0,0,0,0,152
MO,Carter,0,0,4,0,0,0,0,0,4
MO,Cass,38,42,879,35,0,19,6,0,1019
MO,Cedar,0,0,20,9,0,1,0,0,30
MO,Chariton,0,0,24,10,0,0,0,0,34
MO,Christian,3,1,239,10,0,9,0,0,262
MO,Clark,0,0,83,14,0,1,0,0,98
MO,Clay,301,502,3129,104,0,226,125,0,4387
MO,Clinton,1,0,83,5,0,3,0,0,92
MO,Cole,0,0,369,4,0,7,0,0,380
MO,Cooper,12,2,155,14,0,5,1,0,189
MO,Crawford,3,1,134,22,0,2,1,0,163
MO,Dade,0,0,26,13,0,0,0,0,39
MO,Dallas,0,0,71,10,0,2,0,0,83
MO,Daviess,0,0,115,10,0,4,0,0,129
MO,DeKalb,0,1,333,10,0,5,0,0,349
MO,Dekalb,0,0,60,0,0,0,0,0,60
MO,Dent,0,0,19,8,0,1,0,0,28
MO,Douglas,0,0,11,1,0,3,0,0,15
MO,Dunklin,0,0,86,3,0,0,0,0,89
MO,Franklin,31,6,669,20,0,28,4,1,759
MO,Gasconade,2,0,83,5,0,0,0,0,90
MO,Gentry,1,0,212,19,0,0,0,0,232
MO,Greene,762,144,1715,75,80,166,7,4,2953
MO,Grundy,0,0,80,8,0,0,0,0,88
MO,Harrison,2,0,127,11,0,1,0,0,141
MO,Henry,0,0,167,9,0,3,0,0,179
MO,Hickory,0,0,106,1,0,2,0,0,109
MO,Holt,4,0,167,19,0,2,0,0,192
MO,Howard,0,0,9,8,0,0,0,0,17
MO,Howell,1,0,60,6,0,2,0,0,69
MO,Iron,0,0,23,5,0,1,0,0,29
MO,Jackson,1296,3432,10195,537,124,526,609,1,16720
MO,Jasper,7,6,393,20,0,6,2,0,434
MO,Jefferson,171,129,1375,57,0,78,40,0,1850
MO,Johnson,2,0,242,11,0,5,0,0,260
MO,Knox,0,0,14,16,0,0,0,0,30
MO,Laclede,14,6,570,19,0,4,4,0,617
MO,Lafayette,16,12,326,6,0,13,3,0,376
MO,Lawrence,5,4,221,15,0,4,3,0,252
MO,Lewis,0,0,73,14,0,1,0,0,88
MO,Lincoln,4,2,370,26,0,0,0,0,402
MO,Linn,0,0,70,17,0,0,0,0,87
MO,Livingston,1,0,141,4,0,0,0,0,146
MO,Macon,0,1,222,4,0,0,0,0,227
MO,Madison,1,0,79,3,0,4,0,0,87
MO,Maries,0,0,176,4,0,1,0,0,181
MO,Marion,2,0,1140,19,0,22,0,0,1183
MO,McDonald,0,1,184,24,0,3,0,0,212
MO,Mcdonald,0,0,6,0,0,0,0,0,6
MO,Mercer,0,0,81,3,0,1,0,0,85
MO,Miller,0,1,150,20,0,0,0,0,171
MO,Mississippi,0,0,133,8,0,10,0,0,151
MO,Moniteau,0,0,84,5,0,0,0,0,89
MO,Monroe,0,0,38,12,0,0,0,0,50
MO,Montgomery,6,3,207,10,0,1,0,0,227
MO,Morgan,0,0,56,2,0,0,1,0,59
MO,New Madrid,4,0,544,11,0,30,0,0,589
MO,Newton,2,3,414,9,0,3,0,0,431
MO,Nodaway,0,0,161,47,0,0,0,0,208
MO,Oregon,0,0,44,5,0,0,0,0,49
MO,Osage,0,0,142,6,0,2,0,0,150
MO,Ozark,0,0,20,6,0,3,0,0,29
MO,Pemiscot,8,0,363,16,0,13,0,0,400
MO,Perry,1,0,104,1,0,0,0,0,106
MO,Pettis,0,0,432,11,0,2,0,0,445
MO,Phelps,15,1,414,16,0,7,1,0,454
MO,Pike,0,0,236,16,0,1,0,0,253
MO,Platte,85,164,483,41,0,34,61,0,868
MO,Polk,3,0,96,14,0,1,0,0,114
MO,Pulaski,4,0,106,7,0,7,0,0,124
MO,Putnam,0,0,40,11,0,0,0,0,51
MO,Ralls,1,0,173,8,0,3,0,0,185
MO,Randolph,0,0,69,2,0,1,0,0,72
MO,Ray,0,0,111,1,0,0,0,0,112
MO,Reynolds,0,0,15,4,0,2,0,0,21
MO,Ripley,0,0,4,2,0,2,0,0,8
MO,Saint Charles,13,5,305,3,0,8,0,0,334
MO,Saint Clair,0,0,5,0,0,0,0,0,5
MO,Saint Francois,0,0,6,1,0,0,0,0,7
MO,Saint Louis,107,111,5478,64,0,206,38,0,6004
MO,Saint Louis City,26,17,1170,24,111,32,7,0,1387
MO,Sainte Genevieve,0,0,9,0,0,0,0,0,9
MO,Saline,14,2,263,10,0,5,0,0,294
MO,Schuyler,0,0,31,8,0,1,0,0,40
MO,Scotland,0,0,16,11,0,0,0,0,27
MO,Scott,2,0,233,16,0,5,0,0,256
MO,Shannon,0,0,11,1,0,0,0,0,12
MO,Shelby,0,0,91,7,0,2,0,0,100
MO,St. Charles,481,609,3413,287,0,161,182,0,5133
MO,St. Clair,1,0,60,6,0,1,0,0,68
MO,St. Francois,1,0,79,5,0,0,0,0,85
MO,St. Louis City,836,1430,7139,571,266,534,365,2,11143
MO,St. Louis County,3040,5720,24433,1743,0,1689,1197,1,37823
